Key,SourceString
EXPLANATION_ID_ITEM_DAIJINAMONO_POMUPOMUOIRU,"Versatile oil\nthat can remove\nrust stains.",
NAME_ID_ITEM_DAIJINAMONO_PORANPANNOSYOJYOU,"Poranpan's Letter",
RUBY_ID_ITEM_DAIJINAMONO_PORANPANNOSYOJYOU,"Poranpan's Letter",
EXPLANATION_ID_ITEM_DAIJINAMONO_PORANPANNOSYOJYOU,"Letter to\nRanger\nAssociation HQ.",
NAME_ID_ITEM_DAIJINAMONO_PUKUPUKUPITINOYAMA,"Pukupuku-Peach Pile",
RUBY_ID_ITEM_DAIJINAMONO_PUKUPUKUPITINOYAMA,"Pukupuku-Peach Pile",
EXPLANATION_ID_ITEM_DAIJINAMONO_PUKUPUKUPITINOYAMA,"Piles of fruit\nfor making a\nsympathy dish.",
NAME_ID_ITEM_DAIJINAMONO_PUKUZIRUSINONURIGUSURI,"Puku-Marked Ointment",
RUBY_ID_ITEM_DAIJINAMONO_PUKUZIRUSINONURIGUSURI,"Puku-Marked Ointment",
EXPLANATION_ID_ITEM_DAIJINAMONO_PUKUZIRUSINONURIGUSURI,"Mystical\nointment for\nneck pain.",
NAME_ID_ITEM_DAIJINAMONO_PUPUREPONOMIZU,"Pupulepo Water",
RUBY_ID_ITEM_DAIJINAMONO_PUPUREPONOMIZU,"Pupulepo Water",
EXPLANATION_ID_ITEM_DAIJINAMONO_PUPUREPONOMIZU,"Strange water\nin a small\npink bottle.",
NAME_ID_ITEM_DAIJINAMONO_PURATINAMEIRUUE,"Platinum Mail Top",
RUBY_ID_ITEM_DAIJINAMONO_PURATINAMEIRUUE,"Platinum Mail Top",
EXPLANATION_ID_ITEM_DAIJINAMONO_PURATINAMEIRUUE,"Delivery\nrequested by a\nArmorsmith.",
NAME_ID_ITEM_DAIJINAMONO_PURATINARENKINRANPU,"Platinum Alchemy Lamp",
RUBY_ID_ITEM_DAIJINAMONO_PURATINARENKINRANPU,"Platinum Alch Lamp",
EXPLANATION_ID_ITEM_DAIJINAMONO_PURATINARENKINRANPU,"Delivery\nrequested by a\nToolsmith.",
NAME_ID_ITEM_DAIJINAMONO_PUSUGONKIGURUMI,"Pusgon Costume",
RUBY_ID_ITEM_DAIJINAMONO_PUSUGONKIGURUMI,"Pusgon Costume",
EXPLANATION_ID_ITEM_DAIJINAMONO_PUSUGONKIGURUMI,"To look like\nMonster Pusgon.\nFor Fuura only.",
NAME_ID_ITEM_DAIJINAMONO_RAKURAKUJYOURO,"E-Z Watering Can",
RUBY_ID_ITEM_DAIJINAMONO_RAKURAKUJYOURO,"E-Z Watering Can",
EXPLANATION_ID_ITEM_DAIJINAMONO_RAKURAKUJYOURO,"Special can\nthat waters all\nyour plants.",
NAME_ID_ITEM_DAIJINAMONO_RAKUZITUNOHURAGGU,"Sunset Flag",
RUBY_ID_ITEM_DAIJINAMONO_RAKUZITUNOHURAGGU,"Sunset Flag",
EXPLANATION_ID_ITEM_DAIJINAMONO_RAKUZITUNOHURAGGU,"Majestic flag\nin the color of\na fiery sunset.",
NAME_ID_ITEM_DAIJINAMONO_REINBORIKIDDO,"Rainbow Liquid",
RUBY_ID_ITEM_DAIJINAMONO_REINBORIKIDDO,"Rainbow Liquid",
EXPLANATION_ID_ITEM_DAIJINAMONO_REINBORIKIDDO,"Colorful liquid\nof various\nmixed pigments.",
NAME_ID_ITEM_DAIJINAMONO_REMURUGAI,"Fade Shell",
RUBY_ID_ITEM_DAIJINAMONO_REMURUGAI,"Fade Shell",
EXPLANATION_ID_ITEM_DAIJINAMONO_REMURUGAI,"Clear shell\nonly available\nduring low tide.",
NAME_ID_ITEM_DAIJINAMONO_REMURUNOSEIHAI,"Realm's Chalice",
RUBY_ID_ITEM_DAIJINAMONO_REMURUNOSEIHAI,"Realm's Chalice",
EXPLANATION_ID_ITEM_DAIJINAMONO_REMURUNOSEIHAI,"Beautifully\ncrafted golden\ncup.",
NAME_ID_ITEM_DAIJINAMONO_RENGOKUNOUMOU,"Purgatory Plumage",
RUBY_ID_ITEM_DAIJINAMONO_RENGOKUNOUMOU,"Purgatory Plumage",
EXPLANATION_ID_ITEM_DAIJINAMONO_RENGOKUNOUMOU,"Colorful\nfeathers that\nresist fire.",
NAME_ID_ITEM_DAIJINAMONO_RENJYAANOAKASHI,"Proof of RNG",
RUBY_ID_ITEM_DAIJINAMONO_RENJYAANOAKASHI,"Proof of RNG",
EXPLANATION_ID_ITEM_DAIJINAMONO_RENJYAANOAKASHI,"A medal given to\nthose recognized\nas a Ranger.",
NAME_ID_ITEM_DAIJINAMONO_RENKINGAMA,"Alchemy Pot",
RUBY_ID_ITEM_DAIJINAMONO_RENKINGAMA,"Alchemy Pot",
EXPLANATION_ID_ITEM_DAIJINAMONO_RENKINGAMA,"Alchemy pot to\nmake various\nthings.",
NAME_ID_ITEM_DAIJINAMONO_RINGONOKAWA,"Apple Peel",
RUBY_ID_ITEM_DAIJINAMONO_RINGONOKAWA,"Apple Peel",
EXPLANATION_ID_ITEM_DAIJINAMONO_RINGONOKAWA,"Apple peel that\nwas peeled to\nthe left.",
NAME_ID_ITEM_DAIJINAMONO_RIRIORUHENOOKURIMONO,"Gift to Lyriol",
RUBY_ID_ITEM_DAIJINAMONO_RIRIORUHENOOKURIMONO,"Gift to Lyriol",
EXPLANATION_ID_ITEM_DAIJINAMONO_RIRIORUHENOOKURIMONO,"Small box given\nby Issho to his\ndaughter Lyriol.",
NAME_ID_ITEM_DAIJINAMONO_RONUJYURINTAINOKUSA,"Rhone Forest Belt Grass",
RUBY_ID_ITEM_DAIJINAMONO_RONUJYURINTAINOKUSA,"Rhone Forest Belt Grass",
EXPLANATION_ID_ITEM_DAIJINAMONO_RONUJYURINTAINOKUSA,"Common grass from\nthe Rhone Forest\nBelt.",
NAME_ID_ITEM_DAIJINAMONO_RONUNINZIN,"Rhone Carrot",
RUBY_ID_ITEM_DAIJINAMONO_RONUNINZIN,"Rhone Carrot",
EXPLANATION_ID_ITEM_DAIJINAMONO_RONUNINZIN,"Becomes a medicine,\nwhen mixed with a\nDragon Bone.",
NAME_ID_ITEM_DAIJINAMONO_RUKORIANOTEGAMI,"Lucolia's Letter",
RUBY_ID_ITEM_DAIJINAMONO_RUKORIANOTEGAMI,"Lucolia's Letter",
EXPLANATION_ID_ITEM_DAIJINAMONO_RUKORIANOTEGAMI,"Letter addressed to\nLiselotte from her\nsister, Lucolia.",
NAME_ID_ITEM_DAIJINAMONO_RURAMUUNSOU,"Lunar Zoombloom",
RUBY_ID_ITEM_DAIJINAMONO_RURAMUUNSOU,"Lunar Zoombloom",
EXPLANATION_ID_ITEM_DAIJINAMONO_RURAMUUNSOU,"Mystery plant\nthat blooms\nonly at night.",
NAME_ID_ITEM_DAIJINAMONO_RURASUTON,"Zoomstone",
RUBY_ID_ITEM_DAIJINAMONO_RURASUTON,"Zoomstone",
EXPLANATION_ID_ITEM_DAIJINAMONO_RURASUTON,"Stone that can\nwarp you to a\nmemorized place.",
NAME_ID_ITEM_DAIJINAMONO_RUSYENDANOTEGAMI,"Lushenda's Letter",
RUBY_ID_ITEM_DAIJINAMONO_RUSYENDANOTEGAMI,"Lushenda's Letter",
EXPLANATION_ID_ITEM_DAIJINAMONO_RUSYENDANOTEGAMI,"Letter to Sage\nHollow from\nSage Lushenda.",
NAME_ID_ITEM_DAIJINAMONO_RYUNANNOTEGAMI,"Lunan's Letter",
RUBY_ID_ITEM_DAIJINAMONO_RYUNANNOTEGAMI,"Lunan's Letter",
EXPLANATION_ID_ITEM_DAIJINAMONO_RYUNANNOTEGAMI,"Letter of\napology from\nLunan.",
NAME_ID_ITEM_DAIJINAMONO_RYUUBUE,"Dragon's Flute",
RUBY_ID_ITEM_DAIJINAMONO_RYUUBUE,"Dragon's Flute",
EXPLANATION_ID_ITEM_DAIJINAMONO_RYUUBUE,"Instrument used\nto control the\nflying dragon.",
NAME_ID_ITEM_DAIJINAMONO_RYUUENSEKI,"Dragonstone Set",
RUBY_ID_ITEM_DAIJINAMONO_RYUUENSEKI,"Dragonstone Set",
EXPLANATION_ID_ITEM_DAIJINAMONO_RYUUENSEKI,"Stones required\nto hatch the\ndragon egg.",
NAME_ID_ITEM_DAIJINAMONO_SABITUITAKEN,"Tarnished Sword",
RUBY_ID_ITEM_DAIJINAMONO_SABITUITAKEN,"Tarnished Sword",
EXPLANATION_ID_ITEM_DAIJINAMONO_SABITUITAKEN,"Rusty sword\ndropped by\nKnight Errant.",
NAME_ID_ITEM_DAIJINAMONO_SAFURANROBUUE,"Saffron Robe Top",
RUBY_ID_ITEM_DAIJINAMONO_SAFURANROBUUE,"Wizard's Robe Top",
EXPLANATION_ID_ITEM_DAIJINAMONO_SAFURANROBUUE,"Delivery with\neffects by a\nlamp alchemist.",
NAME_ID_ITEM_DAIJINAMONO_SAKURANOKAORIBUKURO,"Sakura Bag",
RUBY_ID_ITEM_DAIJINAMONO_SAKURANOKAORIBUKURO,"Sakura Bag",
EXPLANATION_ID_ITEM_DAIJINAMONO_SAKURANOKAORIBUKURO,"Bag filled\nwith cherry\nblossom petals.",
NAME_ID_ITEM_DAIJINAMONO_SAKURANOKIIENBUREMU,"Sakura Key Emblem",
RUBY_ID_ITEM_DAIJINAMONO_SAKURANOKIIENBUREMU,"Sakura Key Emblem",
EXPLANATION_ID_ITEM_DAIJINAMONO_SAKURANOKIIENBUREMU,"Sakura emblem\nthat Kamiharmui\nheroes receive.",
NAME_ID_ITEM_DAIJINAMONO_SAKURAZAIKUNOKIBAKO,"Cherry Wood Crate",
RUBY_ID_ITEM_DAIJINAMONO_SAKURAZAIKUNOKIBAKO,"Cherry Wood Crate",
EXPLANATION_ID_ITEM_DAIJINAMONO_SAKURAZAIKUNOKIBAKO,"Box engraved\nwith cherry\nblossom reliefs.",
NAME_ID_ITEM_DAIJINAMONO_SANTOUSINOONO,"Triad Axe",
RUBY_ID_ITEM_DAIJINAMONO_SANTOUSINOONO,"Triad Axe",
EXPLANATION_ID_ITEM_DAIJINAMONO_SANTOUSINOONO,"Moves ancient\ntransporter and\nis unequippable.",
NAME_ID_ITEM_DAIJINAMONO_SARATUYAOIRU,"Glossy Oil",
RUBY_ID_ITEM_DAIJINAMONO_SARATUYAOIRU,"Glossy Oil",
EXPLANATION_ID_ITEM_DAIJINAMONO_SARATUYAOIRU,"Protective oil\nthat adds\nshine to hair.",
NAME_ID_ITEM_DAIJINAMONO_SARYUUKOTU,"Dragon Bone",
RUBY_ID_ITEM_DAIJINAMONO_SARYUUKOTU,"Sand Bone",
EXPLANATION_ID_ITEM_DAIJINAMONO_SARYUUKOTU,"Becomes a medicine,\nwhen mixed with a\nRhone Carrot.",
NAME_ID_ITEM_DAIJINAMONO_SAWAYAKASODA,"Refreshing Soda",
RUBY_ID_ITEM_DAIJINAMONO_SAWAYAKASODA,"Refreshing Soda",
EXPLANATION_ID_ITEM_DAIJINAMONO_SAWAYAKASODA,"Refreshing\nand crisp light\nblue liquid.",
NAME_ID_ITEM_DAIJINAMONO_SEIBISHINOFUKU,"Technician's Outfit",
RUBY_ID_ITEM_DAIJINAMONO_SEIBISHINOFUKU,"Technician's Outfit",
EXPLANATION_ID_ITEM_DAIJINAMONO_SEIBISHINOFUKU,"To look like a\nmechanic.\nFor Duston only.",
NAME_ID_ITEM_DAIJINAMONO_SEIBOKUNOEDA,"Holy Branch",
RUBY_ID_ITEM_DAIJINAMONO_SEIBOKUNOEDA,"Holy Branch",
EXPLANATION_ID_ITEM_DAIJINAMONO_SEIBOKUNOEDA,"Silver glowing\nbranch full of\nholy power.",
NAME_ID_ITEM_DAIJINAMONO_SEIGINOMONSYOU,"Justice Crest",
RUBY_ID_ITEM_DAIJINAMONO_SEIGINOMONSYOU,"Justice Crest",
EXPLANATION_ID_ITEM_DAIJINAMONO_SEIGINOMONSYOU,"For those who\nbear the heart\nof justice.",
NAME_ID_ITEM_DAIJINAMONO_SEIMAN,"Starsweet",
RUBY_ID_ITEM_DAIJINAMONO_SEIMAN,"Starsweet",
EXPLANATION_ID_ITEM_DAIJINAMONO_SEIMAN,"Sweet with\nspiritual power\nate by spirits.",
NAME_ID_ITEM_DAIJINAMONO_SEIREINOMI,"Spirit Nut",
RUBY_ID_ITEM_DAIJINAMONO_SEIREINOMI,"Spirit Nut",
EXPLANATION_ID_ITEM_DAIJINAMONO_SEIREINOMI,"Mysterious nut\nwith the power\nof spirits.",
NAME_ID_ITEM_DAIJINAMONO_SEISINNOSETURINOSYO,"Celestial Document",
RUBY_ID_ITEM_DAIJINAMONO_SEISINNOSETURINOSYO,"Celestial Document",
EXPLANATION_ID_ITEM_DAIJINAMONO_SEISINNOSETURINOSYO,"Document about\norganization\npossibilities.",
NAME_ID_ITEM_DAIJINAMONO_SEITENNOKONA,"Star Powder",
RUBY_ID_ITEM_DAIJINAMONO_SEITENNOKONA,"Star Powder",
EXPLANATION_ID_ITEM_DAIJINAMONO_SEITENNOKONA,"Sacred powder\nthat shines\nlike a star.",
NAME_ID_ITEM_DAIJINAMONO_SEKUSHIGIFUTOKURO,"Black Sexy Gift",
RUBY_ID_ITEM_DAIJINAMONO_SEKUSHIGIFUTOKURO,"Black Sexy Gift",
EXPLANATION_ID_ITEM_DAIJINAMONO_SEKUSHIGIFUTOKURO,"To look like a\nmature adult.\nFor Anlucia only.",
NAME_ID_ITEM_DAIJINAMONO_SENSHINOAKASHI,"Proof of WAR",
RUBY_ID_ITEM_DAIJINAMONO_SENSHINOAKASHI,"Proof of WAR",
EXPLANATION_ID_ITEM_DAIJINAMONO_SENSHINOAKASHI,"A medal given to\nthose recognized\nas a Warrior.",
NAME_ID_ITEM_DAIJINAMONO_SENSIHAGEN,"Warrior Hagen",
RUBY_ID_ITEM_DAIJINAMONO_SENSIHAGEN,"Warrior Hagen",
EXPLANATION_ID_ITEM_DAIJINAMONO_SENSIHAGEN,"Fearless\nwarrior from\nValhalla.",
NAME_ID_ITEM_DAIJINAMONO_SENSIHUROTTEY,"Warrior Hrotti",
RUBY_ID_ITEM_DAIJINAMONO_SENSIHUROTTEY,"Warrior Hrotti",
EXPLANATION_ID_ITEM_DAIJINAMONO_SENSIHUROTTEY,"Magnificent\nwarrior from\nValhalla.",
NAME_ID_ITEM_DAIJINAMONO_SENSIRIZIN,"Warrior Regin",
RUBY_ID_ITEM_DAIJINAMONO_SENSIRIZIN,"Warrior Rijin",
EXPLANATION_ID_ITEM_DAIJINAMONO_SENSIRIZIN,"Kind-hearted\nwarrior from\nValhalla.",
NAME_ID_ITEM_DAIJINAMONO_SENSISIGURUDO,"Warrior Sigurd",
RUBY_ID_ITEM_DAIJINAMONO_SENSISIGURUDO,"Warrior Sigurd",
EXPLANATION_ID_ITEM_DAIJINAMONO_SENSISIGURUDO,"Valiant warrior of\nValhalla.",
NAME_ID_ITEM_DAIJINAMONO_SERAFINOTEGAMI,"Seraphy's Letter",
RUBY_ID_ITEM_DAIJINAMONO_SERAFINOTEGAMI,"Seraphi's Letter",
EXPLANATION_ID_ITEM_DAIJINAMONO_SERAFINOTEGAMI,"A letter that Seraphy\nwrote for Kalevan.",
NAME_ID_ITEM_DAIJINAMONO_SERIKUNOKABAN,"Selik's Bag",
RUBY_ID_ITEM_DAIJINAMONO_SERIKUNOKABAN,"Selik's Bag",
EXPLANATION_ID_ITEM_DAIJINAMONO_SERIKUNOKABAN,"Bag with tools\nneeded to fix\nthe Torban.",
NAME_ID_ITEM_DAIJINAMONO_SHIROIFUTO,"White Envelope",
RUBY_ID_ITEM_DAIJINAMONO_SHIROIFUTO,"White Envelope",
EXPLANATION_ID_ITEM_DAIJINAMONO_SHIROIFUTO,"Envelope\nwritten to you\nat age 20.",
NAME_ID_ITEM_DAIJINAMONO_SHOKANSINOYUBIWA,"Summoner's Ring",
RUBY_ID_ITEM_DAIJINAMONO_SHOKANSINOYUBIWA,"Summoner's Ring",
EXPLANATION_ID_ITEM_DAIJINAMONO_SHOKANSINOYUBIWA,"Ceremonial ring\nworn by one\nsummoner.",
NAME_ID_ITEM_DAIJINAMONO_SIAWASENOHANE,"Happiness Plume",
RUBY_ID_ITEM_DAIJINAMONO_SIAWASENOHANE,"Happiness Plume",
EXPLANATION_ID_ITEM_DAIJINAMONO_SIAWASENOHANE,"Happiness Plume\ndropped by a\nPogoin' Penguin.",
NAME_ID_ITEM_DAIJINAMONO_SIKKOKUNONOTE,"Jet-Black Notebook",
RUBY_ID_ITEM_DAIJINAMONO_SIKKOKUNONOTE,"Jet-Black Notebook",
EXPLANATION_ID_ITEM_DAIJINAMONO_SIKKOKUNONOTE,"Written notes\nto lure out\nThief Lagos.",
NAME_ID_ITEM_DAIJINAMONO_SINENNARUPAHUPAHU,"Profound Puff-puff",
RUBY_ID_ITEM_DAIJINAMONO_SINENNARUPAHUPAHU,"Profound Puff-puff",
EXPLANATION_ID_ITEM_DAIJINAMONO_SINENNARUPAHUPAHU,"Questionable\nbook wanted by\nskill masters.",
NAME_ID_ITEM_DAIJINAMONO_SINKANNOKAGITABA,"Priest's Keyring",
RUBY_ID_ITEM_DAIJINAMONO_SINKANNOKAGITABA,"Priest's Keyring",
EXPLANATION_ID_ITEM_DAIJINAMONO_SINKANNOKAGITABA,"Keys to the church\nand the diary that\na monster stole.",
NAME_ID_ITEM_DAIJINAMONO_SINPINOGOBURETTO,"Mystic Goblet",
RUBY_ID_ITEM_DAIJINAMONO_SINPINOGOBURETTO,"Mystic Goblet",
EXPLANATION_ID_ITEM_DAIJINAMONO_SINPINOGOBURETTO,"Cup that holds\nthe magic power\nof creation.",
NAME_ID_ITEM_DAIJINAMONO_SINPINOMIZU,"Sacred Water",
RUBY_ID_ITEM_DAIJINAMONO_SINPINOMIZU,"Sacred Water",
EXPLANATION_ID_ITEM_DAIJINAMONO_SINPINOMIZU,"Water required\nto perform the\nbaptism.",
NAME_ID_ITEM_DAIJINAMONO_SIONNOHANA,"Aster Flower",
RUBY_ID_ITEM_DAIJINAMONO_SIONNOHANA,"Aster Flower",
EXPLANATION_ID_ITEM_DAIJINAMONO_SIONNOHANA,"A small, light purple\nflower which means:\n'I won't forget you'.",
NAME_ID_ITEM_DAIJINAMONO_SIRAYUKIBATA,"White Snow Butter",
RUBY_ID_ITEM_DAIJINAMONO_SIRAYUKIBATA,"White Snow Butter",
EXPLANATION_ID_ITEM_DAIJINAMONO_SIRAYUKIBATA,"Snow white butter\ngave out at the bar\nof Melsandy Village.",
NAME_ID_ITEM_DAIJINAMONO_SIROIGEKKOUNOHANA,"White Moonlit Flower",
RUBY_ID_ITEM_DAIJINAMONO_SIROIGEKKOUNOHANA,"White Moonlit Flower",
EXPLANATION_ID_ITEM_DAIJINAMONO_SIROIGEKKOUNOHANA,"Flower with a\nperplexing\nFragrance.",
NAME_ID_ITEM_DAIJINAMONO_SIRONOKIDOUSEKI,"White Starting Stone",
RUBY_ID_ITEM_DAIJINAMONO_SIRONOKIDOUSEKI,"White Starting Stone",
EXPLANATION_ID_ITEM_DAIJINAMONO_SIRONOKIDOUSEKI,"Starts white\ncontrol table\nin Rinja Tower.",
NAME_ID_ITEM_DAIJINAMONO_SIRONOKIIENBUREMU,"White Key Emblem",
RUBY_ID_ITEM_DAIJINAMONO_SIRONOKIIENBUREMU,"White Key Emblem",
EXPLANATION_ID_ITEM_DAIJINAMONO_SIRONOKIIENBUREMU,"White emblem\nthat Orphea\nheroes receive.",
NAME_ID_ITEM_DAIJINAMONO_SIROSUISYOUNOTUME,"White Crystal Claw",
RUBY_ID_ITEM_DAIJINAMONO_SIROSUISYOUNOTUME,"White Crystal Claw",
EXPLANATION_ID_ITEM_DAIJINAMONO_SIROSUISYOUNOTUME,"Claw-shaped\ncrystal with\nwhite light.",
NAME_ID_ITEM_DAIJINAMONO_SOMYAATENOTEGAMI,"Letter to Somya",
RUBY_ID_ITEM_DAIJINAMONO_SOMYAATENOTEGAMI,"Letter to Somya",
EXPLANATION_ID_ITEM_DAIJINAMONO_SOMYAATENOTEGAMI,"Letter left to\nSomya by her\nparents.",
NAME_ID_ITEM_DAIJINAMONO_SORATOBUKUTU,"Skysoar Shoes",
RUBY_ID_ITEM_DAIJINAMONO_SORATOBUKUTU,"Skysoar Shoes",
EXPLANATION_ID_ITEM_DAIJINAMONO_SORATOBUKUTU,"Hidden in tomb\nof Robbin'\n'Ood's ancestor.",
NAME_ID_ITEM_DAIJINAMONO_SORUTOKWOTU,"Salt Quartz",
RUBY_ID_ITEM_DAIJINAMONO_SORUTOKWOTU,"Salt Quartz",
EXPLANATION_ID_ITEM_DAIJINAMONO_SORUTOKWOTU,"Lump of salt that\nshines beautifully\nlike a crystal.",
NAME_ID_ITEM_DAIJINAMONO_SOUENNOSEIYU,"Blue Flame Oil",
RUBY_ID_ITEM_DAIJINAMONO_SOUENNOSEIYU,"Blue Flame Oil",
EXPLANATION_ID_ITEM_DAIJINAMONO_SOUENNOSEIYU,"Oil used in\nthe worship of\nGran Zenith.",
NAME_ID_ITEM_DAIJINAMONO_SOUKONOSYASIN,"Storage Photo",
RUBY_ID_ITEM_DAIJINAMONO_SOUKONOSYASIN,"Storage Photo",
EXPLANATION_ID_ITEM_DAIJINAMONO_SOUKONOSYASIN,"Photo of the\nGrand Titus'\nstorage.",
NAME_ID_ITEM_DAIJINAMONO_SOURYONOAKASHI,"Proof of PRI",
RUBY_ID_ITEM_DAIJINAMONO_SOURYONOAKASHI,"Proof of PRI",
EXPLANATION_ID_ITEM_DAIJINAMONO_SOURYONOAKASHI,"A medal given to\nthose recognized\nas a Priest.",
NAME_ID_ITEM_DAIJINAMONO_SUITUPI,"Sweet Pea",
RUBY_ID_ITEM_DAIJINAMONO_SUITUPI,"Sweet Pea",
EXPLANATION_ID_ITEM_DAIJINAMONO_SUITUPI,"Tasty looking\nflower with a\nsweet aroma.",
NAME_ID_ITEM_DAIJINAMONO_SUPESYARURANTI,"Special Lunch",
RUBY_ID_ITEM_DAIJINAMONO_SUPESYARURANTI,"Special Lunch",
EXPLANATION_ID_ITEM_DAIJINAMONO_SUPESYARURANTI,"Special bento\nby Cannock, the\ncastle cook.",
NAME_ID_ITEM_DAIJINAMONO_SUPURINGUREZA,"Spring Leather",
RUBY_ID_ITEM_DAIJINAMONO_SUPURINGUREZA,"Spring Leather",
EXPLANATION_ID_ITEM_DAIJINAMONO_SUPURINGUREZA,"Simple skin\nwith no special\nfeatures.",
NAME_ID_ITEM_DAIJINAMONO_SUTORECCHIKABAN,"Stretchy Bag",
RUBY_ID_ITEM_DAIJINAMONO_SUTORECCHIKABAN,"Stretchy Bag",
EXPLANATION_ID_ITEM_DAIJINAMONO_SUTORECCHIKABAN,"Special bag\nmade by Tote\nfor Pack.",
NAME_ID_ITEM_DAIJINAMONO_SUUPAASUTAANOAKASHI,"Proof of STA",
RUBY_ID_ITEM_DAIJINAMONO_SUUPAASUTAANOAKASHI,"Proof of STA",
EXPLANATION_ID_ITEM_DAIJINAMONO_SUUPAASUTAANOAKASHI,"A medal given to\nthose recognized\nas a Superstar.",
NAME_ID_ITEM_DAIJINAMONO_SWEETISYOUKEN,"Sweet Outfit Ticket",
RUBY_ID_ITEM_DAIJINAMONO_SWEETISYOUKEN,"Sweet Outfit Ticket",
EXPLANATION_ID_ITEM_DAIJINAMONO_SWEETISYOUKEN,"Rent a Sweet\nOutfit for free\nanytime.",
NAME_ID_ITEM_DAIJINAMONO_SYAKUNETUNOKAKERA,"Red-Hot Shard",
RUBY_ID_ITEM_DAIJINAMONO_SYAKUNETUNOKAKERA,"Red-Hot Shard",
EXPLANATION_ID_ITEM_DAIJINAMONO_SYAKUNETUNOKAKERA,"A crystal shard\ncontaining a red-hot\nflame.",
NAME_ID_ITEM_DAIJINAMONO_SYOKORANAISYOUKEN,"Chocolate Outfit Ticket",
RUBY_ID_ITEM_DAIJINAMONO_SYOKORANAISYOUKEN,"Chocolate Outfit Ticket",
EXPLANATION_ID_ITEM_DAIJINAMONO_SYOKORANAISYOUKEN,"Rent Chocolate\nOutfit for\nfree anytime.",
NAME_ID_ITEM_DAIJINAMONO_SYUJAKU,"Peashock",
RUBY_ID_ITEM_DAIJINAMONO_SYUJAKU,"Peashock",
EXPLANATION_ID_ITEM_DAIJINAMONO_SYUJAKU,"Asahi's spirit\nin the form of\na bird.",
NAME_ID_ITEM_DAIJINAMONO_TABIGEININNOAKASHI,"Proof of MIN",
RUBY_ID_ITEM_DAIJINAMONO_TABIGEININNOAKASHI,"Proof of MIN",
EXPLANATION_ID_ITEM_DAIJINAMONO_TABIGEININNOAKASHI,"A medal given to\nthose recognized\nas a Minstrel.",
NAME_ID_ITEM_DAIJINAMONO_TAIRIKUKANTETSUDOUPASU,"Rail Pass",
RUBY_ID_ITEM_DAIJINAMONO_TAIRIKUKANTETSUDOUPASU,"Rail Pass",
EXPLANATION_ID_ITEM_DAIJINAMONO_TAIRIKUKANTETSUDOUPASU,"Allows boarding\nthe train that\njoin continents.",
NAME_ID_ITEM_DAIJINAMONO_TAITASUGOUJYOUSENPASU,"Titus Boarding Pass",
RUBY_ID_ITEM_DAIJINAMONO_TAITASUGOUJYOUSENPASU,"Titus Boarding Pass",
EXPLANATION_ID_ITEM_DAIJINAMONO_TAITASUGOUJYOUSENPASU,"Valuable pass\nto board a ship\nto Lendersia.",
NAME_ID_ITEM_DAIJINAMONO_TAITASUGOUNOTSUMINI,"Titus Cargo",
RUBY_ID_ITEM_DAIJINAMONO_TAITASUGOUNOTSUMINI,"Titus Cargo",
EXPLANATION_ID_ITEM_DAIJINAMONO_TAITASUGOUNOTSUMINI,"Cargo for a\nspecial Titus\ndelivery.",
NAME_ID_ITEM_DAIJINAMONO_TAKOTUKIGAI,"Octopus Shell",
RUBY_ID_ITEM_DAIJINAMONO_TAKOTUKIGAI,"Octopus Shell",
EXPLANATION_ID_ITEM_DAIJINAMONO_TAKOTUKIGAI,"Lumpy shell\nthat lives with\nOctopot's.",
NAME_ID_ITEM_DAIJINAMONO_TASOGAREDAIFUKU,"Dusk Daifuku",
RUBY_ID_ITEM_DAIJINAMONO_TASOGAREDAIFUKU,"Dusk Daifuku",
EXPLANATION_ID_ITEM_DAIJINAMONO_TASOGAREDAIFUKU,"Sweet with dusk\nberries made by\nPrincess Lynn.",
NAME_ID_ITEM_DAIJINAMONO_TASOGARENOKAJITU,"Dusk Berries",
RUBY_ID_ITEM_DAIJINAMONO_TASOGARENOKAJITU,"Dusk Berries",
EXPLANATION_ID_ITEM_DAIJINAMONO_TASOGARENOKAJITU,"Large berries\nrenowned as a\nunique delicacy.",
NAME_ID_ITEM_DAIJINAMONO_TENCHIRAIMEISHINOAKASHI,"Proof of DRU",
RUBY_ID_ITEM_DAIJINAMONO_TENCHIRAIMEISHINOAKASHI,"Proof of DRU",
EXPLANATION_ID_ITEM_DAIJINAMONO_TENCHIRAIMEISHINOAKASHI,"A medal given to\nthose recognized\nas a Druid.",
NAME_ID_ITEM_DAIJINAMONO_TENMEINOIKUSAOTOME,"Fate's War Maiden",
RUBY_ID_ITEM_DAIJINAMONO_TENMEINOIKUSAOTOME,"Fate's War Maiden",
EXPLANATION_ID_ITEM_DAIJINAMONO_TENMEINOIKUSAOTOME,"Maiden of\nValhalla saved\nfrom Nibelheim.",
NAME_ID_ITEM_DAIJINAMONO_TETSUNOKINKO,"Iron Safe",
RUBY_ID_ITEM_DAIJINAMONO_TETSUNOKINKO,"Iron Safe",
EXPLANATION_ID_ITEM_DAIJINAMONO_TETSUNOKINKO,"Sturdy safe\nto protect the\nowner's gold.",
NAME_ID_ITEM_DAIJINAMONO_TETSUNOKINKONOKAGI,"Iron Safe Key",
RUBY_ID_ITEM_DAIJINAMONO_TETSUNOKINKONOKAGI,"Iron Safe Key",
